run_key,run_label,experiment,harness,agent,model,mode,audit_id,roles,source_types,total_calls,agent_calls,runner_calls,unique_commands,top_intent,top_intent_calls,top_primary_command,top_primary_command_calls,top_tool_family,top_tool_family_calls,inspection_calls,blockchain_rpc_calls,mutation_calls,compound_calls,mutating_flag_calls,nonzero_exit_calls,unknown_exit_calls
chatcmpl-tool-b64c9f8c8f73a099,chatcmpl-tool-b64c9f8c8f73a099,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,echo,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-b6bada7932f36000,chatcmpl-tool-b6bada7932f36000,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b7379643c09aab06,chatcmpl-tool-b7379643c09aab06,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b74566e37702360b,chatcmpl-tool-b74566e37702360b,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b773c7a980ef91c7,chatcmpl-tool-b773c7a980ef91c7,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,code_search,1,find,1,search,1,1,0,0,1,0,0,0
chatcmpl-tool-b77710dc3eb94010,chatcmpl-tool-b77710dc3eb94010,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b8659f8decfc4960,chatcmpl-tool-b8659f8decfc4960,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b8665d1523d68751,chatcmpl-tool-b8665d1523d68751,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-b89c3b966c9220e0,chatcmpl-tool-b89c3b966c9220e0,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b8ace9fb632776a7,chatcmpl-tool-b8ace9fb632776a7,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b8b96abd4a5a84b6,chatcmpl-tool-b8b96abd4a5a84b6,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2024-01-canto,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b8bbc3ccb42c8c38,chatcmpl-tool-b8bbc3ccb42c8c38,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,find,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-b8cc8bd3fc4920b0,chatcmpl-tool-b8cc8bd3fc4920b0,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-b938949713975def,chatcmpl-tool-b938949713975def,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b9478b15083539af,chatcmpl-tool-b9478b15083539af,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b94e54dbe9f7cae9,chatcmpl-tool-b94e54dbe9f7cae9,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-b9a78b31d3cc61c4,chatcmpl-tool-b9a78b31d3cc61c4,runs/vllm-smoke,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2026-05-04-ghcr,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-badbb3ffce2e6366,chatcmpl-tool-badbb3ffce2e6366,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-bb123e498788a1cb,chatcmpl-tool-bb123e498788a1cb,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,sed,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-bbd5ac31dba6f54d,chatcmpl-tool-bbd5ac31dba6f54d,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,ls,1,filesystem_inventory,1,1,0,0,0,0,0,0
chatcmpl-tool-bc4dcb373df743f4,chatcmpl-tool-bc4dcb373df743f4,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-bce69530746f01f8,chatcmpl-tool-bce69530746f01f8,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-bcfd2648343f46ec,chatcmpl-tool-bcfd2648343f46ec,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,file_or_repo_mutation,1,cat,1,file_reader,1,0,0,1,1,1,0,0
chatcmpl-tool-bde8cd695e79f1b6,chatcmpl-tool-bde8cd695e79f1b6,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,1,0,0,0
chatcmpl-tool-be0cdef487a4c052,chatcmpl-tool-be0cdef487a4c052,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2024-01-canto,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-be7b8cd7a1956417,chatcmpl-tool-be7b8cd7a1956417,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-beb11cdde3cddd7f,chatcmpl-tool-beb11cdde3cddd7f,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,cross-contract/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-bec6164b66506c8a,chatcmpl-tool-bec6164b66506c8a,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,token-flow/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-bf456549f5d6ad65,chatcmpl-tool-bf456549f5d6ad65,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,access-control/judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-bf4f6e1ae410215c,chatcmpl-tool-bf4f6e1ae410215c,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2024-01-canto,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-bfb0f5e2d999b99c,chatcmpl-tool-bfb0f5e2d999b99c,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,global-judge,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-bfc6253fdb7e99f9,chatcmpl-tool-bfc6253fdb7e99f9,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,detect,2024-01-canto,accounting/branch-01,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
chatcmpl-tool-bfdd3d02ff047f88,chatcmpl-tool-bfdd3d02ff047f88,runs/phase6,mini-swe-agent-forest,mini-swe-agent-forest,unknown,unknown,2024-01-canto,scout,agent_bash_tool,1,1,0,1,code_or_file_inspection,1,cat,1,file_reader,1,1,0,0,0,0,0,0
codex--gpt-5.4-6641e7fa--detect--2025-06-panoptic,codex--gpt-5.4-6641e7fa--detect--2025-06-panoptic,runs/openrouter-v1,codex,codex,gpt-5.4-6641e7fa,detect,2025-06-panoptic,,runner_command,1,0,1,1,run_orchestration,1,uv,1,package_manager,1,0,0,0,0,0,0,0
codex--gpt-5.4-6641e7fa--exploit--2025-06-panoptic,codex--gpt-5.4-6641e7fa--exploit--2025-06-panoptic,runs/openrouter-v1,codex,codex,gpt-5.4-6641e7fa,exploit,2025-06-panoptic,,runner_command,1,0,1,1,run_orchestration,1,uv,1,package_manager,1,0,0,0,0,0,0,0
codex--gpt-5.4-6641e7fa--patch--2025-06-panoptic,codex--gpt-5.4-6641e7fa--patch--2025-06-panoptic,runs/openrouter-v1,codex,codex,gpt-5.4-6641e7fa,patch,2025-06-panoptic,,runner_command,1,0,1,1,run_orchestration,1,uv,1,package_manager,1,0,0,0,0,0,0,0
mini-swe-agent-modal-forest-qwen-vllm-4trees-debug,mini-swe-agent-modal-forest-qwen-vllm-4trees-debug,runs/phase6,mini-swe-agent-modal-forest-qwen-vllm-4trees-debug,mini-swe-agent-modal-forest-qwen-vllm-4trees-debug,unknown,detect,2026-05-04,,runner_command,1,0,1,1,run_orchestration,1,uv,1,package_manager,1,0,0,0,0,0,1,0
